episode,time_ms,voltage_v
1.000000000000000000e+00,3.885000000000000142e+01,3.006432151794433594e+01
1.000000000000000000e+00,3.890000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,3.895000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,3.900000000000000000e+01,3.004259681701660156e+01
1.000000000000000000e+00,3.905000000000000426e+01,3.008854866027832031e+01
1.000000000000000000e+00,3.910000000000000142e+01,3.002118492126464844e+01
1.000000000000000000e+00,3.915000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,3.920000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,3.925000000000000000e+01,3.009886550903320312e+01
1.000000000000000000e+00,3.930000000000000426e+01,2.998462295532226562e+01
1.000000000000000000e+00,3.935000000000000142e+01,3.003639411926269531e+01
1.000000000000000000e+00,3.940000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,3.945000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,3.950000000000000000e+01,3.000835418701171875e+01
1.000000000000000000e+00,3.955000000000000426e+01,3.005971908569335938e+01
1.000000000000000000e+00,3.960000000000000142e+01,3.005305099487304688e+01
1.000000000000000000e+00,3.965000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,3.970000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,3.975000000000000000e+01,3.002476501464843750e+01
1.000000000000000000e+00,3.980000000000000426e+01,3.001796150207519531e+01
1.000000000000000000e+00,3.985000000000000142e+01,3.006432151794433594e+01
1.000000000000000000e+00,3.990000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,3.995000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,4.000000000000000000e+01,3.004259681701660156e+01
1.000000000000000000e+00,4.005000000000000426e+01,3.008854866027832031e+01
1.000000000000000000e+00,4.010000000000000142e+01,3.002118492126464844e+01
1.000000000000000000e+00,4.015000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,4.020000000000000995e+01,3.006529426574707031e+01
1.000000000000000000e+00,4.025000000000000000e+01,3.009886550903320312e+01
1.000000000000000000e+00,4.030000000000000426e+01,2.998462295532226562e+01
1.000000000000000000e+00,4.035000000000000142e+01,3.003639411926269531e+01
1.000000000000000000e+00,4.040000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,4.045000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,4.050000000000000000e+01,3.000835418701171875e+01
1.000000000000000000e+00,4.055000000000000426e+01,3.005971908569335938e+01
1.000000000000000000e+00,4.060000000000000142e+01,3.005305099487304688e+01
1.000000000000000000e+00,4.065000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,4.070000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,4.075000000000000000e+01,3.002476501464843750e+01
1.000000000000000000e+00,4.080000000000000426e+01,3.001796150207519531e+01
1.000000000000000000e+00,4.085000000000000142e+01,3.006432151794433594e+01
1.000000000000000000e+00,4.090000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,4.095000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,4.100000000000000000e+01,3.004259681701660156e+01
1.000000000000000000e+00,4.105000000000000426e+01,3.008854866027832031e+01
1.000000000000000000e+00,4.110000000000000142e+01,3.002118492126464844e+01
1.000000000000000000e+00,4.115000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,4.120000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,4.125000000000000000e+01,3.009886550903320312e+01
1.000000000000000000e+00,4.130000000000000426e+01,2.998462295532226562e+01
1.000000000000000000e+00,4.135000000000000142e+01,3.003639411926269531e+01
1.000000000000000000e+00,4.140000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,4.145000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,4.150000000000000000e+01,3.000835418701171875e+01
1.000000000000000000e+00,4.155000000000000426e+01,3.005971908569335938e+01
1.000000000000000000e+00,4.160000000000000853e+01,3.005305099487304688e+01
1.000000000000000000e+00,4.165000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,4.170000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,4.175000000000000000e+01,3.002476501464843750e+01
1.000000000000000000e+00,4.180000000000000426e+01,3.001796150207519531e+01
1.000000000000000000e+00,4.185000000000000853e+01,3.006432151794433594e+01
1.000000000000000000e+00,4.190000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,4.195000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,4.200000000000000000e+01,3.004259681701660156e+01
1.000000000000000000e+00,4.205000000000000426e+01,3.008854866027832031e+01
1.000000000000000000e+00,4.210000000000000853e+01,3.002118492126464844e+01
1.000000000000000000e+00,4.215000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,4.220000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,4.225000000000000000e+01,3.009886550903320312e+01
1.000000000000000000e+00,4.230000000000000426e+01,2.998462295532226562e+01
1.000000000000000000e+00,4.235000000000000853e+01,3.003639411926269531e+01
1.000000000000000000e+00,4.239999999999999858e+01,3.002929306030273438e+01
1.000000000000000000e+00,4.245000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,4.250000000000000000e+01,3.000835418701171875e+01
1.000000000000000000e+00,4.255000000000000426e+01,3.005971908569335938e+01
1.000000000000000000e+00,4.260000000000000853e+01,3.005305099487304688e+01
1.000000000000000000e+00,4.264999999999999858e+01,3.008682632446289062e+01
1.000000000000000000e+00,4.270000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,4.275000000000000000e+01,3.002476501464843750e+01
1.000000000000000000e+00,4.280000000000000426e+01,3.001796150207519531e+01
1.000000000000000000e+00,4.285000000000000853e+01,3.006432151794433594e+01
1.000000000000000000e+00,4.289999999999999858e+01,2.999740600585937500e+01
1.000000000000000000e+00,4.295000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,4.300000000000000000e+01,3.004259681701660156e+01
1.000000000000000000e+00,4.305000000000000426e+01,3.008854866027832031e+01
1.000000000000000000e+00,4.310000000000000853e+01,3.002118492126464844e+01
1.000000000000000000e+00,4.314999999999999858e+01,3.007234001159667969e+01
1.000000000000000000e+00,4.320000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,4.325000000000000711e+01,3.009886550903320312e+01
1.000000000000000000e+00,4.330000000000000426e+01,2.998462295532226562e+01
1.000000000000000000e+00,4.335000000000000853e+01,3.003639411926269531e+01
1.000000000000000000e+00,4.339999999999999858e+01,3.002929306030273438e+01
1.000000000000000000e+00,4.345000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,4.350000000000000711e+01,3.000835418701171875e+01
1.000000000000000000e+00,4.355000000000000426e+01,3.005971908569335938e+01
1.000000000000000000e+00,4.360000000000000853e+01,3.005305099487304688e+01
1.000000000000000000e+00,4.364999999999999858e+01,3.008682632446289062e+01
1.000000000000000000e+00,4.370000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,4.375000000000000711e+01,3.002476501464843750e+01
1.000000000000000000e+00,4.380000000000000426e+01,3.001796150207519531e+01
1.000000000000000000e+00,4.385000000000000853e+01,3.006432151794433594e+01
1.000000000000000000e+00,4.389999999999999858e+01,2.999740600585937500e+01
1.000000000000000000e+00,4.395000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,4.400000000000000711e+01,3.004259681701660156e+01
1.000000000000000000e+00,4.405000000000000426e+01,3.008854866027832031e+01
1.000000000000000000e+00,4.410000000000000142e+01,3.002118492126464844e+01
1.000000000000000000e+00,4.414999999999999858e+01,3.007234001159667969e+01
1.000000000000000000e+00,4.420000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,4.425000000000000711e+01,3.009886550903320312e+01
1.000000000000000000e+00,4.430000000000000426e+01,2.998462295532226562e+01
1.000000000000000000e+00,4.435000000000000142e+01,3.003639411926269531e+01
1.000000000000000000e+00,4.439999999999999858e+01,3.002929306030273438e+01
1.000000000000000000e+00,4.445000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,4.450000000000000711e+01,3.000835418701171875e+01
1.000000000000000000e+00,4.455000000000000426e+01,3.005971908569335938e+01
1.000000000000000000e+00,4.460000000000000142e+01,3.005305099487304688e+01
1.000000000000000000e+00,4.465000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,4.470000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,4.475000000000000711e+01,3.002476501464843750e+01
1.000000000000000000e+00,4.480000000000000426e+01,3.001796150207519531e+01
1.000000000000000000e+00,4.485000000000000142e+01,3.006432151794433594e+01
1.000000000000000000e+00,4.490000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,4.495000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,4.500000000000000711e+01,3.004259681701660156e+01
1.000000000000000000e+00,4.505000000000000426e+01,3.008854866027832031e+01
1.000000000000000000e+00,4.510000000000000142e+01,3.002118492126464844e+01
1.000000000000000000e+00,4.515000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,4.520000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,4.525000000000000711e+01,3.009886550903320312e+01
1.000000000000000000e+00,4.530000000000000426e+01,2.998462295532226562e+01
1.000000000000000000e+00,4.535000000000000142e+01,3.003639411926269531e+01
1.000000000000000000e+00,4.540000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,4.545000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,4.550000000000000711e+01,3.000835418701171875e+01
1.000000000000000000e+00,4.555000000000000426e+01,3.005971908569335938e+01
1.000000000000000000e+00,4.560000000000000142e+01,3.005305099487304688e+01
1.000000000000000000e+00,4.565000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,4.570000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,4.575000000000000711e+01,3.002476501464843750e+01
1.000000000000000000e+00,4.579999999999999716e+01,3.001796150207519531e+01
1.000000000000000000e+00,4.585000000000000142e+01,3.006432151794433594e+01
1.000000000000000000e+00,4.590000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,4.595000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,4.600000000000000711e+01,3.004259681701660156e+01
1.000000000000000000e+00,4.604999999999999716e+01,3.008854866027832031e+01
1.000000000000000000e+00,4.610000000000000142e+01,3.002118492126464844e+01
1.000000000000000000e+00,4.615000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,4.620000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,4.625000000000000711e+01,3.009886550903320312e+01
1.000000000000000000e+00,4.630000000000000426e+01,2.998462295532226562e+01
1.000000000000000000e+00,4.635000000000000142e+01,3.003639411926269531e+01
1.000000000000000000e+00,4.640000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,4.645000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,4.650000000000000711e+01,3.000835418701171875e+01
1.000000000000000000e+00,4.655000000000000426e+01,3.005971908569335938e+01
1.000000000000000000e+00,4.660000000000000142e+01,3.005305099487304688e+01
1.000000000000000000e+00,4.665000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,4.670000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,4.675000000000000711e+01,3.002476501464843750e+01
1.000000000000000000e+00,4.680000000000000426e+01,3.001796150207519531e+01
1.000000000000000000e+00,4.685000000000000142e+01,3.006432151794433594e+01
1.000000000000000000e+00,4.690000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,4.695000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,4.700000000000000711e+01,3.004259681701660156e+01
1.000000000000000000e+00,4.705000000000000426e+01,3.008854866027832031e+01
1.000000000000000000e+00,4.710000000000000142e+01,3.002118492126464844e+01
1.000000000000000000e+00,4.715000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,4.720000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,4.725000000000000711e+01,3.009886550903320312e+01
1.000000000000000000e+00,4.730000000000000426e+01,2.998462295532226562e+01
1.000000000000000000e+00,4.735000000000000142e+01,3.003639411926269531e+01
1.000000000000000000e+00,4.740000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,4.745000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,4.750000000000000000e+01,3.000835418701171875e+01
1.000000000000000000e+00,4.755000000000000426e+01,3.005971908569335938e+01
1.000000000000000000e+00,4.760000000000000142e+01,3.005305099487304688e+01
1.000000000000000000e+00,4.765000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,4.770000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,4.775000000000000000e+01,3.002476501464843750e+01
1.000000000000000000e+00,4.780000000000000426e+01,3.001796150207519531e+01
1.000000000000000000e+00,4.785000000000000142e+01,3.006432151794433594e+01
1.000000000000000000e+00,4.790000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,4.795000000000000995e+01,3.004894638061523438e+01
1.000000000000000000e+00,4.800000000000000000e+01,3.004259681701660156e+01
1.000000000000000000e+00,4.805000000000000426e+01,3.008854866027832031e+01
1.000000000000000000e+00,4.810000000000000142e+01,3.002118492126464844e+01
1.000000000000000000e+00,4.815000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,4.820000000000000995e+01,3.006529426574707031e+01
1.000000000000000000e+00,4.825000000000000000e+01,3.009886550903320312e+01
1.000000000000000000e+00,4.830000000000000426e+01,2.998462295532226562e+01
1.000000000000000000e+00,4.835000000000000142e+01,3.003639411926269531e+01
1.000000000000000000e+00,4.840000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,4.845000000000000995e+01,3.007547187805175781e+01
1.000000000000000000e+00,4.850000000000000000e+01,3.000835418701171875e+01
1.000000000000000000e+00,4.855000000000000426e+01,3.005971908569335938e+01
1.000000000000000000e+00,4.860000000000000142e+01,3.005305099487304688e+01
1.000000000000000000e+00,4.865000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,4.870000000000000995e+01,2.997280502319335938e+01
1.000000000000000000e+00,4.875000000000000000e+01,3.002476501464843750e+01
1.000000000000000000e+00,4.880000000000000426e+01,3.001796150207519531e+01
1.000000000000000000e+00,4.885000000000000142e+01,3.006432151794433594e+01
1.000000000000000000e+00,4.890000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,4.895000000000000995e+01,3.004894638061523438e+01
1.000000000000000000e+00,4.900000000000000000e+01,3.004259681701660156e+01
1.000000000000000000e+00,4.905000000000000426e+01,3.008854866027832031e+01
1.000000000000000000e+00,4.910000000000000142e+01,3.002118492126464844e+01
1.000000000000000000e+00,4.915000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,4.920000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,4.925000000000000000e+01,3.009886550903320312e+01
1.000000000000000000e+00,4.930000000000000426e+01,2.998462295532226562e+01
1.000000000000000000e+00,4.935000000000000853e+01,3.003639411926269531e+01
1.000000000000000000e+00,4.940000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,4.945000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,4.950000000000000000e+01,3.000835418701171875e+01
1.000000000000000000e+00,4.955000000000000426e+01,3.005971908569335938e+01
1.000000000000000000e+00,4.960000000000000853e+01,3.005305099487304688e+01
1.000000000000000000e+00,4.965000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,4.970000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,4.975000000000000000e+01,3.002476501464843750e+01
1.000000000000000000e+00,4.980000000000000426e+01,3.001796150207519531e+01
1.000000000000000000e+00,4.985000000000000853e+01,3.006432151794433594e+01
1.000000000000000000e+00,4.990000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,4.995000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,5.000000000000000000e+01,3.004259681701660156e+01
1.000000000000000000e+00,5.005000000000000426e+01,3.008854866027832031e+01
1.000000000000000000e+00,5.010000000000000853e+01,3.002118492126464844e+01
1.000000000000000000e+00,5.015000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,5.020000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,5.025000000000000000e+01,3.009886550903320312e+01
1.000000000000000000e+00,5.030000000000000426e+01,2.998462295532226562e+01
1.000000000000000000e+00,5.035000000000000853e+01,3.003639411926269531e+01
1.000000000000000000e+00,5.040000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,5.045000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,5.050000000000000000e+01,3.000835418701171875e+01
1.000000000000000000e+00,5.055000000000000426e+01,3.005971908569335938e+01
1.000000000000000000e+00,5.060000000000000853e+01,3.005305099487304688e+01
1.000000000000000000e+00,5.065000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,5.070000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,5.075000000000000000e+01,3.002476501464843750e+01
1.000000000000000000e+00,5.080000000000000426e+01,3.001796150207519531e+01
1.000000000000000000e+00,5.085000000000000853e+01,3.006432151794433594e+01
1.000000000000000000e+00,5.089999999999999858e+01,2.999740600585937500e+01
1.000000000000000000e+00,5.095000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,5.100000000000000711e+01,3.004259681701660156e+01
1.000000000000000000e+00,5.105000000000000426e+01,3.008854866027832031e+01
1.000000000000000000e+00,5.110000000000000853e+01,3.002118492126464844e+01
1.000000000000000000e+00,5.114999999999999858e+01,3.007234001159667969e+01
1.000000000000000000e+00,5.120000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,5.125000000000000711e+01,3.009886550903320312e+01
1.000000000000000000e+00,5.130000000000000426e+01,2.998462295532226562e+01
1.000000000000000000e+00,5.135000000000000853e+01,3.003639411926269531e+01
1.000000000000000000e+00,5.139999999999999858e+01,3.002929306030273438e+01
1.000000000000000000e+00,5.145000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,5.150000000000000711e+01,3.000835418701171875e+01
1.000000000000000000e+00,5.155000000000000426e+01,3.005971908569335938e+01
1.000000000000000000e+00,5.160000000000000853e+01,3.005305099487304688e+01
1.000000000000000000e+00,5.164999999999999858e+01,3.008682632446289062e+01
1.000000000000000000e+00,5.170000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,5.175000000000000711e+01,3.002476501464843750e+01
1.000000000000000000e+00,5.180000000000000426e+01,3.001796150207519531e+01
1.000000000000000000e+00,5.185000000000000853e+01,3.006432151794433594e+01
1.000000000000000000e+00,5.189999999999999858e+01,2.999740600585937500e+01
1.000000000000000000e+00,5.195000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,5.200000000000000711e+01,3.004259681701660156e+01
1.000000000000000000e+00,5.205000000000000426e+01,3.008854866027832031e+01
1.000000000000000000e+00,5.210000000000000853e+01,3.002118492126464844e+01
1.000000000000000000e+00,5.214999999999999858e+01,3.007234001159667969e+01
1.000000000000000000e+00,5.220000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,5.225000000000000711e+01,3.009886550903320312e+01
1.000000000000000000e+00,5.230000000000000426e+01,2.998462295532226562e+01
1.000000000000000000e+00,5.235000000000000853e+01,3.003639411926269531e+01
1.000000000000000000e+00,5.240000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,5.245000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,5.250000000000000711e+01,3.000835418701171875e+01
1.000000000000000000e+00,5.255000000000000426e+01,3.005971908569335938e+01
1.000000000000000000e+00,5.260000000000000142e+01,3.005305099487304688e+01
1.000000000000000000e+00,5.265000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,5.270000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,5.275000000000000711e+01,3.002476501464843750e+01
1.000000000000000000e+00,5.280000000000000426e+01,3.001796150207519531e+01
1.000000000000000000e+00,5.285000000000000142e+01,3.006432151794433594e+01
1.000000000000000000e+00,5.290000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,5.295000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,5.300000000000000711e+01,3.004259681701660156e+01
1.000000000000000000e+00,5.305000000000000426e+01,3.008854866027832031e+01
1.000000000000000000e+00,5.310000000000000142e+01,3.002118492126464844e+01
1.000000000000000000e+00,5.315000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,5.320000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,5.325000000000000711e+01,3.009886550903320312e+01
1.000000000000000000e+00,5.330000000000000426e+01,2.998462295532226562e+01
1.000000000000000000e+00,5.335000000000000142e+01,3.003639411926269531e+01
1.000000000000000000e+00,5.340000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,5.345000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,5.350000000000000711e+01,3.000835418701171875e+01
1.000000000000000000e+00,5.355000000000000426e+01,3.005971908569335938e+01
1.000000000000000000e+00,5.360000000000000142e+01,3.005305099487304688e+01
1.000000000000000000e+00,5.365000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,5.370000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,5.375000000000000711e+01,3.002476501464843750e+01
1.000000000000000000e+00,5.380000000000000426e+01,3.001796150207519531e+01
1.000000000000000000e+00,5.385000000000000142e+01,3.006432151794433594e+01
1.000000000000000000e+00,5.390000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,5.395000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,5.400000000000000711e+01,3.004259681701660156e+01
1.000000000000000000e+00,5.405000000000000426e+01,3.008854866027832031e+01
1.000000000000000000e+00,5.410000000000000142e+01,3.002118492126464844e+01
1.000000000000000000e+00,5.415000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,5.420000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,5.425000000000000711e+01,3.009886550903320312e+01
1.000000000000000000e+00,5.430000000000000426e+01,2.998462295532226562e+01
1.000000000000000000e+00,5.435000000000000142e+01,3.003639411926269531e+01
1.000000000000000000e+00,5.440000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,5.445000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,5.450000000000000711e+01,3.000835418701171875e+01
1.000000000000000000e+00,5.455000000000000426e+01,3.005971908569335938e+01
1.000000000000000000e+00,5.460000000000000142e+01,3.005305099487304688e+01
1.000000000000000000e+00,5.465000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,5.470000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,5.475000000000000711e+01,3.002476501464843750e+01
1.000000000000000000e+00,5.480000000000000426e+01,3.001796150207519531e+01
1.000000000000000000e+00,5.485000000000000142e+01,3.006432151794433594e+01
1.000000000000000000e+00,5.490000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,5.495000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,5.500000000000000711e+01,3.004259681701660156e+01
1.000000000000000000e+00,5.505000000000000426e+01,3.008854866027832031e+01
1.000000000000000000e+00,5.510000000000000142e+01,3.002118492126464844e+01
1.000000000000000000e+00,5.515000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,5.520000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,5.525000000000000711e+01,3.009886550903320312e+01
1.000000000000000000e+00,5.530000000000000426e+01,2.998462295532226562e+01
1.000000000000000000e+00,5.535000000000000142e+01,3.003639411926269531e+01
1.000000000000000000e+00,5.540000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,5.545000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,5.550000000000000711e+01,3.000835418701171875e+01
1.000000000000000000e+00,5.555000000000000426e+01,3.005971908569335938e+01
1.000000000000000000e+00,5.560000000000000142e+01,3.005305099487304688e+01
1.000000000000000000e+00,5.565000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,5.570000000000000995e+01,2.997280502319335938e+01
1.000000000000000000e+00,5.575000000000000711e+01,3.002476501464843750e+01
1.000000000000000000e+00,5.580000000000000426e+01,3.001796150207519531e+01
1.000000000000000000e+00,5.585000000000000142e+01,3.006432151794433594e+01
1.000000000000000000e+00,5.590000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,5.595000000000000995e+01,3.004894638061523438e+01
1.000000000000000000e+00,5.600000000000000000e+01,3.004259681701660156e+01
1.000000000000000000e+00,5.605000000000000426e+01,3.008854866027832031e+01
1.000000000000000000e+00,5.610000000000000142e+01,3.002118492126464844e+01
1.000000000000000000e+00,5.615000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,5.620000000000000995e+01,3.006529426574707031e+01
1.000000000000000000e+00,5.625000000000000000e+01,3.009886550903320312e+01
1.000000000000000000e+00,5.630000000000000426e+01,2.998462295532226562e+01
1.000000000000000000e+00,5.635000000000000142e+01,3.003639411926269531e+01
1.000000000000000000e+00,5.640000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,5.645000000000000995e+01,3.007547187805175781e+01
1.000000000000000000e+00,5.650000000000000000e+01,3.000835418701171875e+01
1.000000000000000000e+00,5.655000000000000426e+01,3.005971908569335938e+01
1.000000000000000000e+00,5.660000000000000142e+01,3.005305099487304688e+01
1.000000000000000000e+00,5.665000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,5.670000000000000995e+01,2.997280502319335938e+01
1.000000000000000000e+00,5.675000000000000000e+01,3.002476501464843750e+01
1.000000000000000000e+00,5.680000000000000426e+01,3.001796150207519531e+01
1.000000000000000000e+00,5.685000000000000142e+01,3.006432151794433594e+01
1.000000000000000000e+00,5.690000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,5.695000000000000995e+01,3.004894638061523438e+01
1.000000000000000000e+00,5.700000000000000000e+01,3.004259681701660156e+01
1.000000000000000000e+00,5.705000000000000426e+01,3.008854866027832031e+01
1.000000000000000000e+00,5.710000000000000142e+01,3.002118492126464844e+01
1.000000000000000000e+00,5.715000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,5.720000000000000995e+01,3.006529426574707031e+01
1.000000000000000000e+00,5.725000000000000000e+01,3.009886550903320312e+01
1.000000000000000000e+00,5.730000000000000426e+01,2.998462295532226562e+01
1.000000000000000000e+00,5.735000000000000853e+01,3.003639411926269531e+01
1.000000000000000000e+00,5.740000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,5.745000000000000995e+01,3.007547187805175781e+01
1.000000000000000000e+00,5.750000000000000000e+01,3.000835418701171875e+01
1.000000000000000000e+00,5.755000000000000426e+01,3.005971908569335938e+01
1.000000000000000000e+00,5.760000000000000853e+01,3.005305099487304688e+01
1.000000000000000000e+00,5.765000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,5.770000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,5.775000000000000000e+01,3.002476501464843750e+01
1.000000000000000000e+00,5.780000000000000426e+01,3.001796150207519531e+01
1.000000000000000000e+00,5.785000000000000853e+01,3.006432151794433594e+01
1.000000000000000000e+00,5.790000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,5.795000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,5.800000000000000000e+01,3.004259681701660156e+01
1.000000000000000000e+00,5.805000000000000426e+01,3.008854866027832031e+01
1.000000000000000000e+00,5.810000000000000853e+01,3.002118492126464844e+01
1.000000000000000000e+00,5.815000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,5.820000000000000284e+01,3.006529426574707031e+01
